Year,State,County,Ownership,Establishment Count,January Employment,February Employment,March Employment,Total Quarterly Wages,Average Weekly Wage,Employment Location Quotient Relative to U.S.,Total Wage Location Quotient Relative to U.S.
2025,Texas,"Live Oak County, Texas",Federal Government,5,287,280,273,"7,861,147","2,160",3.92,4.55
2025,Texas,"Llano County, Texas",Federal Government,7,31,32,31,"488,720","1,200",0.28,0.26
2025,Texas,"Lubbock County, Texas",Federal Government,45,"1,525","1,466","1,452","34,057,808","1,769",0.49,0.63
2025,Texas,"Lynn County, Texas",Federal Government,5,24,19,23,"315,028","1,101",0.77,0.48
2025,Texas,"McCulloch County, Texas",Federal Government,8,30,28,30,"417,582","1,095",0.69,0.6
2025,Texas,"McLennan County, Texas",Federal Government,43,"3,110","3,116","3,188","67,351,828","1,651",1.35,1.39
2025,Texas,"McMullen County, Texas",Federal Government,2,3,3,3,"45,371","1,163",0.31,0.2
2025,Texas,"Madison County, Texas",Federal Government,3,20,19,20,"302,644","1,184",0.24,0.21
2025,Texas,"Marion County, Texas",Federal Government,3,30,30,29,"598,777","1,553",0.67,0.93
2025,Texas,"Martin County, Texas",Federal Government,5,16,14,13,"195,510","1,049",0.26,0.16
2025,Texas,"Mason County, Texas",Federal Government,5,14,15,15,"249,386","1,308",0.69,0.72
2025,Texas,"Matagorda County, Texas",Federal Government,15,78,79,79,"1,622,730","1,587",0.36,0.34
2025,Texas,"Maverick County, Texas",Federal Government,9,"1,090","1,090","1,094","34,651,174","2,442",3,6.56
2025,Texas,"Medina County, Texas",Federal Government,11,65,62,65,"1,100,020","1,322",0.3,0.31
2025,Texas,"Menard County, Texas",Federal Government,4,7,7,7,"85,628",941,0.85,0.9
2025,Texas,"Midland County, Texas",Federal Government,18,590,593,594,"15,334,042","1,991",0.26,0.19
2025,Texas,"Milam County, Texas",Federal Government,9,57,59,53,"917,025","1,252",0.44,0.42
2025,Texas,"Mills County, Texas",Federal Government,5,16,17,17,"192,837",890,0.64,0.53
2025,Texas,"Mitchell County, Texas",Federal Government,5,18,18,21,"270,336","1,094",0.52,0.27
2025,Texas,"Montague County, Texas",Federal Government,8,57,59,59,"913,656","1,205",0.63,0.62
2025,Texas,"Montgomery County, Texas",Federal Government,31,"1,574","1,551","1,538","39,733,674","1,966",0.34,0.35
2025,Texas,"Moore County, Texas",Federal Government,6,65,63,61,"1,195,553","1,460",0.25,0.25
2025,Texas,"Morris County, Texas",Federal Government,5,30,28,29,"476,013","1,263",0.46,0.41
2025,Texas,"Motley County, Texas",Federal Government,4,10,11,7,"127,355","1,050",1.18,1.69
2025,Texas,"Nacogdoches County, Texas",Federal Government,15,144,139,141,"2,711,440","1,476",0.33,0.38
2025,Texas,"Navarro County, Texas",Federal Government,14,100,95,100,"1,861,626","1,456",0.31,0.35
2025,Texas,"Newton County, Texas",Federal Government,6,20,20,19,"292,825","1,145",0.78,0.76
2025,Texas,"Nolan County, Texas",Federal Government,8,41,40,40,"599,292","1,143",0.34,0.25
2025,Texas,"Nueces County, Texas",Federal Government,55,"4,873","4,878","4,884","108,668,112","1,714",1.53,1.68
2025,Texas,"Ochiltree County, Texas",Federal Government,4,17,16,16,"251,040","1,182",0.2,0.17
2025,Texas,"Oldham County, Texas",Federal Government,4,9,9,9,"84,737",724,0.52,0.29
2025,Texas,"Orange County, Texas",Federal Government,5,121,125,127,"2,269,051","1,404",0.26,0.21
2025,Texas,"Palo Pinto County, Texas",Federal Government,9,48,46,48,"777,679","1,264",0.29,0.3
2025,Texas,"Panola County, Texas",Federal Government,8,62,55,57,"1,053,092","1,397",0.39,0.35
2025,Texas,"Parker County, Texas",Federal Government,17,284,282,285,"6,091,620","1,652",0.35,0.39
2025,Texas,"Parmer County, Texas",Federal Government,8,67,63,66,"1,232,439","1,451",0.53,0.54
2025,Texas,"Pecos County, Texas",Federal Government,10,40,45,44,"1,008,084","1,803",0.42,0.43
2025,Texas,"Polk County, Texas",Federal Government,11,86,82,89,"1,605,036","1,441",0.35,0.39
2025,Texas,"Potter County, Texas",Federal Government,34,"2,273","2,274","2,280","59,878,246","2,024",1.51,2
2025,Texas,"Presidio County, Texas",Federal Government,9,384,376,385,"12,336,007","2,486",9.7,16.51
2025,Texas,"Rains County, Texas",Federal Government,2,19,19,19,"393,000","1,591",0.43,0.66
2025,Texas,"Randall County, Texas",Federal Government,10,211,206,203,"3,688,925","1,373",0.29,0.28
2025,Texas,"Reagan County, Texas",Federal Government,3,15,12,12,"200,293","1,185",0.4,0.27
2025,Texas,"Real County, Texas",Federal Government,3,6,6,6,"117,803","1,510",0.38,0.59
2025,Texas,"Red River County, Texas",Federal Government,8,40,39,36,"579,848","1,164",0.68,0.76
2025,Texas,"Reeves County, Texas",Federal Government,9,73,68,65,"1,653,516","1,852",0.43,0.38
2025,Texas,"Refugio County, Texas",Federal Government,7,25,19,26,"362,030","1,194",0.63,0.52
2025,Texas,"Roberts County, Texas",Federal Government,1,4,4,3,"63,370","1,329",0.95,1.46
2025,Texas,"Robertson County, Texas",Federal Government,8,43,39,38,"941,820","1,811",0.35,0.41
2025,Texas,"Rockwall County, Texas",Federal Government,6,160,162,157,"3,425,136","1,650",0.19,0.22
2025,Texas,"Runnels County, Texas",Federal Government,7,41,40,43,"609,868","1,135",0.73,0.55
2025,Texas,"Rusk County, Texas",Federal Government,15,77,77,78,"1,449,064","1,441",0.3,0.29
2025,Texas,"Sabine County, Texas",Federal Government,7,39,40,41,"792,768","1,525",0.87,1.14
2025,Texas,"San Augustine County, Texas",Federal Government,2,23,22,22,"284,374",979,0.6,0.46
2025,Texas,"San Jacinto County, Texas",Federal Government,4,24,22,23,"409,431","1,369",0.48,0.57
2025,Texas,"San Patricio County, Texas",Federal Government,13,94,89,89,"1,667,724","1,415",0.21,0.18
2025,Texas,"San Saba County, Texas",Federal Government,6,23,23,24,"300,481",991,0.81,0.65
2025,Texas,"Schleicher County, Texas",Federal Government,3,17,13,18,"217,482","1,046",1.35,0.95
2025,Texas,"Scurry County, Texas",Federal Government,6,39,40,38,"629,747","1,242",0.3,0.19
2025,Texas,"Shackelford County, Texas",Federal Government,4,15,14,15,"181,642",953,0.62,0.31
2025,Texas,"Shelby County, Texas",Federal Government,7,63,61,62,"1,101,746","1,367",0.37,0.39
2025,Texas,"Sherman County, Texas",Federal Government,3,10,7,7,"120,296","1,157",0.33,0.32
2025,Texas,"Smith County, Texas",Federal Government,29,806,808,792,"18,998,371","1,822",0.36,0.44
2025,Texas,"Somervell County, Texas",Federal Government,2,15,14,15,"357,763","1,876",0.2,0.15
2025,Texas,"Starr County, Texas",Federal Government,19,819,826,822,"28,303,501","2,648",2.81,7.38
2025,Texas,"Stephens County, Texas",Federal Government,3,15,14,14,"252,878","1,357",0.22,0.26
2025,Texas,"Sterling County, Texas",Federal Government,2,4,4,4,"63,667","1,224",0.39,0.32
2025,Texas,"Stonewall County, Texas",Federal Government,4,13,9,10,"132,688",957,0.72,0.54
2025,Texas,"Sutton County, Texas",Federal Government,1,6,6,6,"99,682","1,278",0.27,0.18
2025,Texas,"Swisher County, Texas",Federal Government,6,26,26,26,"393,961","1,166",0.75,0.76
2025,Texas,"Tarrant County, Texas",Federal Government,128,"16,106","15,962","15,927","439,027,984","2,111",0.82,0.88
2025,Texas,"Taylor County, Texas",Federal Government,38,"1,087","1,071","1,062","18,223,022","1,306",0.8,0.72
2025,Texas,"Terrell County, Texas",Federal Government,2,65,65,65,"2,248,651","2,661",12.36,20.79
2025,Texas,"Terry County, Texas",Federal Government,5,25,26,26,"433,538","1,299",0.44,0.46
2025,Texas,"Throckmorton County, Texas",Federal Government,3,8,7,9,"84,821",816,1.16,0.78
2025,Texas,"Titus County, Texas",Federal Government,9,96,94,93,"1,924,470","1,569",0.27,0.32
2025,Texas,"Tom Green County, Texas",Federal Government,45,"1,223","1,218","1,222","22,737,004","1,432",1.27,1.26
2025,Texas,"Travis County, Texas",Federal Government,72,"12,531","12,676","12,807","281,935,907","1,712",0.72,0.47
2025,Texas,"Trinity County, Texas",Federal Government,6,23,23,24,"391,710","1,291",0.5,0.63
2025,Texas,"Tyler County, Texas",Federal Government,11,43,43,42,"795,895","1,435",0.53,0.62
2025,Texas,"Upshur County, Texas",Federal Government,4,66,67,66,"1,165,475","1,352",0.44,0.48
2025,Texas,"Upton County, Texas",Federal Government,3,7,7,6,"115,139","1,329",0.1,0.05
2025,Texas,"Uvalde County, Texas",Federal Government,12,263,261,261,"8,164,930","2,400",1.38,2.77
2025,Texas,"Val Verde County, Texas",Federal Government,40,"2,413","2,436","2,434","60,278,354","1,910",6.9,10.36
2025,Texas,"Van Zandt County, Texas",Federal Government,7,88,85,87,"1,423,489","1,263",0.35,0.39
2025,Texas,"Victoria County, Texas",Federal Government,17,227,219,212,"4,648,479","1,630",0.3,0.36
2025,Texas,"Walker County, Texas",Federal Government,10,148,145,142,"3,406,900","1,807",0.28,0.38
2025,Texas,"Waller County, Texas",Federal Government,7,233,237,236,"4,149,051","1,356",0.44,0.38
2025,Texas,"Ward County, Texas",Federal Government,4,14,15,15,"227,188","1,192",0.12,0.06
2025,Texas,"Washington County, Texas",Federal Government,7,82,81,83,"1,777,781","1,668",0.26,0.32
2025,Texas,"Webb County, Texas",Federal Government,30,"4,027","4,018","4,019","133,250,468","2,549",1.92,4.11
2025,Texas,"Wharton County, Texas",Federal Government,12,95,90,90,"1,740,967","1,461",0.28,0.31
2025,Texas,"Wheeler County, Texas",Federal Government,6,23,25,25,"319,840","1,011",0.77,0.64
2025,Texas,"Wichita County, Texas",Federal Government,44,"1,716","1,718","1,711","27,870,521","1,250",1.68,1.58
2025,Texas,"Wilbarger County, Texas",Federal Government,5,39,35,34,"647,613","1,384",0.3,0.36
2025,Texas,"Willacy County, Texas",Federal Government,7,36,35,35,"607,230","1,322",0.42,0.49
2025,Texas,"Williamson County, Texas",Federal Government,37,"1,118","1,098","1,084","24,284,559","1,698",0.24,0.18
2025,Texas,"Wilson County, Texas",Federal Government,10,78,76,80,"1,328,530","1,310",0.43,0.4
2025,Texas,"Winkler County, Texas",Federal Government,2,12,11,11,"175,097","1,188",0.13,0.07
2025,Texas,"Wise County, Texas",Federal Government,15,139,143,143,"2,781,901","1,511",0.34,0.35
2025,Texas,"Wood County, Texas",Federal Government,11,108,107,106,"1,870,581","1,345",0.52,0.57
2025,Texas,"Yoakum County, Texas",Federal Government,4,15,13,14,"217,235","1,194",0.22,0.11
2025,Texas,"Young County, Texas",Federal Government,7,45,44,42,"721,739","1,271",0.32,0.29
2025,Texas,"Zapata County, Texas",Federal Government,5,162,161,161,"5,595,776","2,668",2.81,7.57
2025,Texas,"Zavala County, Texas",Federal Government,3,11,11,12,"194,379","1,319",0.27,0.27
2025,Texas,"Unknown Or Undefined, Texas",Federal Government,160,"13,571","14,025","13,926","383,522,813","2,132",1.16,0.82
2025,Utah,"Beaver County, Utah",Federal Government,9,35,42,45,"830,858","1,572",0.78,0.84
2025,Utah,"Box Elder County, Utah",Federal Government,22,236,231,217,"5,073,312","1,712",0.46,0.53
2025,Utah,"Cache County, Utah",Federal Government,28,358,348,352,"7,213,277","1,573",0.29,0.34
2025,Utah,"Carbon County, Utah",Federal Government,9,143,144,156,"3,084,352","1,607",0.92,1.07
2025,Utah,"Daggett County, Utah",Federal Government,6,50,49,48,"938,874","1,474",7.46,10.56
2025,Utah,"Davis County, Utah",Federal Government,44,"14,930","15,129","15,182","432,017,501","2,204",5.48,7.69
2025,Utah,"Duchesne County, Utah",Federal Government,12,52,55,70,"1,127,210","1,470",0.4,0.31
2025,Utah,"Emery County, Utah",Federal Government,13,43,43,43,"838,692","1,500",0.64,0.67
2025,Utah,"Garfield County, Utah",Federal Government,12,122,128,134,"2,263,896","1,361",3.05,2.04
2025,Utah,"Grand County, Utah",Federal Government,8,205,214,227,"3,836,515","1,371",1.72,2.06
2025,Utah,"Iron County, Utah",Federal Government,16,315,316,337,"6,862,390","1,636",0.68,0.88
2025,Utah,"Juab County, Utah",Federal Government,8,26,27,30,"540,195","1,502",0.35,0.4
2025,Utah,"Kane County, Utah",Federal Government,6,86,83,82,"1,467,391","1,349",1.06,1.36
2025,Utah,"Millard County, Utah",Federal Government,13,95,94,101,"1,771,540","1,410",0.97,0.92
2025,Utah,"Morgan County, Utah",Federal Government,3,19,19,21,"344,620","1,348",0.32,0.26
2025,Utah,"Piute County, Utah",Federal Government,3,2,2,2,"24,266",933,0.36,0.35
2025,Utah,"Rich County, Utah",Federal Government,6,10,10,11,"104,535",778,0.69,0.39
2025,Utah,"Salt Lake County, Utah",Federal Government,150,"11,813","11,778","11,767","315,436,631","2,059",0.76,0.75
2025,Utah,"San Juan County, Utah",Federal Government,14,125,127,141,"2,252,537","1,323",1.56,1.54
2025,Utah,"Sanpete County, Utah",Federal Government,16,83,81,89,"1,519,827","1,386",0.49,0.58
2025,Utah,"Sevier County, Utah",Federal Government,14,183,180,198,"3,894,151","1,602",1.04,1.3
2025,Utah,"Summit County, Utah",Federal Government,13,57,63,63,"1,308,978","1,651",0.09,0.08
2025,Utah,"Tooele County, Utah",Federal Government,37,"1,274","1,281","1,282","32,493,551","1,954",3.29,4.75
2025,Utah,"Uintah County, Utah",Federal Government,22,368,368,377,"8,086,585","1,677",1.25,1.4
2025,Utah,"Utah County, Utah",Federal Government,37,"1,113","1,111","1,108","21,734,018","1,505",0.19,0.18
2025,Utah,"Wasatch County, Utah",Federal Government,5,52,54,53,"1,053,221","1,529",0.23,0.22
2025,Utah,"Washington County, Utah",Federal Government,27,661,676,706,"14,401,563","1,627",0.41,0.51
2025,Utah,"Wayne County, Utah",Federal Government,11,76,76,84,"1,405,918","1,375",3.5,4.45
2025,Utah,"Weber County, Utah",Federal Government,30,"8,908","9,012","9,067","160,854,776","1,375",3.83,3.38
2025,Vermont,"Addison County, Vermont",Federal Government,22,107,104,105,"1,857,392","1,356",0.35,0.32
2025,Vermont,"Bennington County, Vermont",Federal Government,21,195,190,185,"4,470,645","1,810",0.58,0.68
2025,Vermont,"Caledonia County, Vermont",Federal Government,25,92,94,98,"1,507,520","1,225",0.46,0.39
2025,Vermont,"Chittenden County, Vermont",Federal Government,68,"2,569","2,557","2,566","60,475,953","1,814",1.3,1.23
2025,Vermont,"Essex County, Vermont",Federal Government,13,91,92,94,"2,483,406","2,069",4.74,7.68
2025,Vermont,"Franklin County, Vermont",Federal Government,32,"1,124","1,115","1,127","25,400,698","1,741",3.42,3.66
2025,Vermont,"Grand Isle County, Vermont",Federal Government,6,53,52,51,"1,249,135","1,848",2.24,3.11
2025,Vermont,"Lamoille County, Vermont",Federal Government,13,55,58,57,"1,108,833","1,505",0.23,0.23
2025,Vermont,"Orange County, Vermont",Federal Government,24,56,59,60,"1,026,592","1,354",0.41,0.38
2025,Vermont,"Orleans County, Vermont",Federal Government,28,258,254,258,"6,002,596","1,799",1.28,1.8
2025,Vermont,"Rutland County, Vermont",Federal Government,38,286,282,280,"5,309,809","1,445",0.57,0.53
2025,Vermont,"Washington County, Vermont",Federal Government,34,258,254,259,"5,459,890","1,634",0.4,0.37
2025,Vermont,"Windham County, Vermont",Federal Government,31,116,115,113,"2,284,085","1,532",0.27,0.29
2025,Vermont,"Windsor County, Vermont",Federal Government,43,"1,426","1,414","1,426","43,626,708","2,360",3.21,4.67
2025,Vermont,"Unknown Or Undefined, Vermont",Federal Government,45,320,326,318,"9,673,468","2,316",1.79,2.46
2025,Virginia,"Accomack County, Virginia",Federal Government,45,595,596,599,"16,448,433","2,121",2.45,3.75
2025,Virginia,"Albemarle County, Virginia",Federal Government,21,952,947,947,"27,726,545","2,248",0.75,0.93
2025,Virginia,"Alleghany County, Virginia",Federal Government,5,15,17,17,"254,091","1,197",0.27,0.26
2025,Virginia,"Amelia County, Virginia",Federal Government,6,32,26,30,"507,556","1,331",0.62,0.68
2025,Virginia,"Amherst County, Virginia",Federal Government,7,64,65,62,"1,222,481","1,477",0.41,0.53
2025,Virginia,"Appomattox County, Virginia",Federal Government,6,36,34,35,"619,562","1,362",0.51,0.65
2025,Virginia,"Arlington County, Virginia",Federal Government,90,"25,777","25,615","25,415","985,637,222","2,961",7.34,6.3
2025,Virginia,"Augusta County, Virginia",Federal Government,25,134,136,144,"2,241,128","1,249",0.25,0.19
2025,Virginia,"Bath County, Virginia",Federal Government,7,26,26,24,"415,956","1,263",0.55,0.49
2025,Virginia,"Bedford County, Virginia",Federal Government,16,140,136,133,"2,467,137","1,392",0.37,0.43
2025,Virginia,"Bland County, Virginia",Federal Government,5,14,13,13,"165,430",954,0.32,0.22
2025,Virginia,"Botetourt County, Virginia",Federal Government,10,59,56,62,"1,053,142","1,373",0.28,0.24
2025,Virginia,"Brunswick County, Virginia",Federal Government,14,33,31,31,"561,518","1,364",0.46,0.5
2025,Virginia,"Buchanan County, Virginia",Federal Government,16,54,54,57,"1,097,611","1,535",0.5,0.47
2025,Virginia,"Buckingham County, Virginia",Federal Government,7,27,25,25,"470,009","1,409",0.42,0.48
2025,Virginia,"Campbell County, Virginia",Federal Government,11,68,67,67,"1,176,175","1,344",0.19,0.12
2025,Virginia,"Caroline County, Virginia",Federal Government,19,411,414,413,"7,837,737","1,461",3.03,3.74
2025,Virginia,"Carroll County, Virginia",Federal Government,9,39,38,38,"565,335","1,134",0.34,0.38
2025,Virginia,"Charles City County, Virginia",Federal Government,5,17,19,18,"357,068","1,526",0.48,0.53
2025,Virginia,"Charlotte County, Virginia",Federal Government,13,38,35,40,"546,497","1,116",0.74,0.65
2025,Virginia,"Chesterfield County, Virginia",Federal Government,24,"3,482","3,465","3,458","86,701,137","1,923",1.21,1.47
2025,Virginia,"Clarke County, Virginia",Federal Government,6,27,23,24,"438,732","1,368",0.31,0.31
2025,Virginia,"Craig County, Virginia",Federal Government,4,11,11,11,"206,974","1,447",0.72,0.78
2025,Virginia,"Culpeper County, Virginia",Federal Government,17,223,215,214,"5,401,502","1,912",0.68,0.9
2025,Virginia,"Cumberland County, Virginia",Federal Government,3,12,12,12,"219,043","1,404",0.43,0.54
2025,Virginia,"Dickenson County, Virginia",Federal Government,8,33,30,30,"458,512","1,138",0.47,0.42
2025,Virginia,"Dinwiddie County, Virginia",Federal Government,12,54,50,49,"1,066,307","1,608",0.25,0.24
2025,Virginia,"Essex County, Virginia",Federal Government,10,22,18,22,"326,232","1,214",0.32,0.32
2025,Virginia,"Fairfax County, Virginia",Federal Government,160,"28,487","28,199","27,693","991,003,018","2,710",2.24,1.98
2025,Virginia,"Fauquier County, Virginia",Federal Government,28,759,764,756,"34,795,799","3,523",1.64,3.45
2025,Virginia,"Floyd County, Virginia",Federal Government,7,35,34,36,"649,475","1,427",0.49,0.67
2025,Virginia,"Fluvanna County, Virginia",Federal Government,8,31,32,32,"572,006","1,389",0.35,0.33
2025,Virginia,"Franklin County, Virginia",Federal Government,13,96,90,88,"1,630,438","1,373",0.29,0.35
2025,Virginia,"Frederick County, Virginia",Federal Government,16,"1,451","1,458","1,439","41,772,508","2,217",1.89,2.55
2025,Virginia,"Giles County, Virginia",Federal Government,8,29,29,29,"564,761","1,498",0.29,0.33
2025,Virginia,"Gloucester County, Virginia",Federal Government,16,91,86,89,"1,669,867","1,449",0.45,0.54
2025,Virginia,"Goochland County, Virginia",Federal Government,10,40,37,37,"660,539","1,337",0.1,0.03
2025,Virginia,"Grayson County, Virginia",Federal Government,7,23,20,21,"383,211","1,382",0.33,0.46
2025,Virginia,"Greene County, Virginia",Federal Government,6,30,28,27,"443,299","1,204",0.35,0.41
2025,Virginia,"Greensville County, Virginia",Federal Government,4,27,26,24,"427,909","1,282",0.38,0.3
2025,Virginia,"Halifax County, Virginia",Federal Government,14,80,81,80,"1,421,445","1,361",0.35,0.37
2025,Virginia,"Hanover County, Virginia",Federal Government,19,189,196,196,"4,228,320","1,679",0.17,0.2
2025,Virginia,"Henrico County, Virginia",Federal Government,27,"2,471","2,466","2,457","54,645,023","1,705",0.67,0.57
2025,Virginia,"Henry County, Virginia",Federal Government,9,77,72,71,"1,203,042","1,262",0.23,0.26
2025,Virginia,"Highland County, Virginia",Federal Government,4,5,5,5,"98,870","1,521",0.43,0.55
2025,Virginia,"Isle of Wight County, Virginia",Federal Government,15,81,80,79,"1,653,495","1,590",0.42,0.31
2025,Virginia,"James City County, Virginia",Federal Government,7,85,80,79,"1,657,484","1,568",0.14,0.16
2025,Virginia,"King and Queen County, Virginia",Federal Government,7,9,9,8,"123,275","1,094",0.36,0.3
2025,Virginia,"King George County, Virginia",Federal Government,15,"5,767","5,770","5,768","204,716,173","2,730",21.86,23.49
2025,Virginia,"King William County, Virginia",Federal Government,5,29,29,29,"474,987","1,260",0.36,0.28
2025,Virginia,"Lancaster County, Virginia",Federal Government,10,36,33,34,"530,376","1,188",0.38,0.35
2025,Virginia,"Lee County, Virginia",Federal Government,13,443,434,433,"10,274,996","1,810",5.3,8.21
2025,Virginia,"Loudoun County, Virginia",Federal Government,62,"6,825","6,801","6,589","237,164,144","2,707",1.69,2.07
2025,Virginia,"Louisa County, Virginia",Federal Government,9,64,60,66,"1,173,181","1,425",0.33,0.28
2025,Virginia,"Lunenburg County, Virginia",Federal Government,5,17,17,17,"276,435","1,251",0.38,0.41
2025,Virginia,"Madison County, Virginia",Federal Government,10,52,53,57,"908,837","1,295",0.96,0.94
2025,Virginia,"Mathews County, Virginia",Federal Government,14,18,18,17,"278,040","1,211",0.56,0.66
2025,Virginia,"Mecklenburg County, Virginia",Federal Government,15,119,112,112,"2,113,389","1,422",0.49,0.54
2025,Virginia,"Middlesex County, Virginia",Federal Government,10,20,20,20,"366,339","1,409",0.33,0.39
2025,Virginia,"Montgomery County, Virginia",Federal Government,17,238,243,244,"5,333,871","1,698",0.29,0.32
2025,Virginia,"Nelson County, Virginia",Federal Government,12,136,139,137,"3,986,560","2,233",1.78,3.18
2025,Virginia,"New Kent County, Virginia",Federal Government,7,51,48,43,"848,640","1,379",0.36,0.43
2025,Virginia,"Northampton County, Virginia",Federal Government,14,34,36,35,"527,766","1,160",0.42,0.47
2025,Virginia,"Northumberland County, Virginia",Federal Government,9,28,28,28,"467,962","1,286",0.66,0.73
2025,Virginia,"Nottoway County, Virginia",Federal Government,8,239,238,239,"5,395,272","1,739",2.31,2.93
2025,Virginia,"Orange County, Virginia",Federal Government,12,81,72,69,"1,594,448","1,657",0.38,0.52
2025,Virginia,"Page County, Virginia",Federal Government,8,162,159,170,"2,900,456","1,363",1.65,1.94
2025,Virginia,"Patrick County, Virginia",Federal Government,11,38,40,36,"618,074","1,251",0.46,0.62
2025,Virginia,"Pittsylvania County, Virginia",Federal Government,17,85,78,78,"1,306,674","1,251",0.31,0.32
2025,Virginia,"Powhatan County, Virginia",Federal Government,4,51,50,49,"1,006,995","1,549",0.3,0.35
2025,Virginia,"Prince Edward County, Virginia",Federal Government,9,63,59,61,"1,148,333","1,448",0.36,0.42
2025,Virginia,"Prince George County, Virginia",Federal Government,23,"4,489","4,502","4,497","104,393,398","1,786",15.49,16.49
2025,Virginia,"Prince William County, Virginia",Federal Government,58,"8,018","7,949","7,678","239,578,658","2,338",2.77,4.03
2025,Virginia,"Pulaski County, Virginia",Federal Government,9,62,59,58,"968,531","1,249",0.21,0.19
2025,Virginia,"Rappahannock County, Virginia",Federal Government,5,11,9,10,"204,978","1,577",0.33,0.41
2025,Virginia,"Richmond County, Virginia",Federal Government,7,31,29,30,"525,145","1,347",0.54,0.58
2025,Virginia,"Roanoke County, Virginia",Federal Government,8,145,142,139,"3,226,615","1,748",0.19,0.24
2025,Virginia,"Rockbridge County, Virginia",Federal Government,9,23,23,24,"387,050","1,276",0.21,0.23
2025,Virginia,"Rockingham County, Virginia",Federal Government,22,131,127,130,"2,346,085","1,395",0.19,0.17
2025,Virginia,"Russell County, Virginia",Federal Government,13,68,65,65,"1,228,371","1,432",0.55,0.64
2025,Virginia,"Scott County, Virginia",Federal Government,10,55,52,54,"865,627","1,241",0.56,0.6
2025,Virginia,"Shenandoah County, Virginia",Federal Government,18,136,134,132,"2,688,083","1,543",0.52,0.62
2025,Virginia,"Smyth County, Virginia",Federal Government,10,88,84,82,"1,442,638","1,311",0.37,0.4
2025,Virginia,"Southampton County, Virginia",Federal Government,14,45,45,45,"816,716","1,396",0.67,0.74
2025,Virginia,"Spotsylvania County, Virginia",Federal Government,10,156,147,140,"4,433,785","2,310",0.19,0.35
2025,Virginia,"Stafford County, Virginia",Federal Government,26,"5,360","5,470","5,196","202,761,173","2,920",5.72,9.82
2025,Virginia,"Surry County, Virginia",Federal Government,5,7,8,8,"140,900","1,414",0.18,0.09
2025,Virginia,"Sussex County, Virginia",Federal Government,8,57,50,48,"1,348,986","2,008",0.8,1.28
2025,Virginia,"Tazewell County, Virginia",Federal Government,19,70,67,67,"1,034,704","1,170",0.26,0.26
2025,Virginia,"Warren County, Virginia",Federal Government,13,273,271,266,"7,630,799","2,174",1.06,1.71
2025,Virginia,"Washington County, Virginia",Federal Government,14,116,114,120,"2,524,439","1,664",0.3,0.38
2025,Virginia,"Westmoreland County, Virginia",Federal Government,10,54,52,53,"862,464","1,252",0.89,1.04
2025,Virginia,"Wise County, Virginia",Federal Government,15,173,172,171,"3,649,150","1,632",0.8,1.1
2025,Virginia,"Wythe County, Virginia",Federal Government,10,75,77,76,"1,216,136","1,231",0.34,0.35
2025,Virginia,"York County, Virginia",Federal Government,20,"1,167","1,159","1,156","25,087,132","1,663",2.7,3.16
2025,Virginia,"Alexandria City, Virginia",Federal Government,48,"8,974","8,903","9,032","312,599,619","2,681",5.81,6.48
2025,Virginia,"Bristol City, Virginia",Federal Government,7,94,91,90,"1,912,032","1,605",0.46,0.62
2025,Virginia,"Buena Vista City, Virginia",Federal Government,3,20,20,21,"420,153","1,589",0.48,0.51
2025,Virginia,"Charlottesville City, Virginia",Federal Government,18,439,429,429,"10,698,497","1,904",0.6,0.63
2025,Virginia,"Chesapeake City, Virginia",Federal Government,25,"1,355","1,332","1,327","28,174,226","1,620",0.66,0.7
2025,Virginia,"Colonial Heights City, Virginia",Federal Government,2,29,27,28,"524,288","1,440",0.15,0.19
2025,Virginia,"Covington City, Virginia",Federal Government,5,45,46,47,"855,692","1,431",0.66,0.58
2025,Virginia,"Danville City, Virginia",Federal Government,7,112,105,105,"2,075,857","1,488",0.22,0.25
2025,Virginia,"Emporia City, Virginia",Federal Government,3,5,4,4,"99,055","1,758",0.06,0.11
2025,Virginia,"Fairfax City, Virginia",Federal Government,22,740,749,669,"23,949,101","2,561",1.38,2.17
2025,Virginia,"Falls Church City, Virginia",Federal Government,18,"2,022","2,011","1,991","73,911,728","2,831",8.25,11.19
2025,Virginia,"Franklin City, Virginia",Federal Government,2,20,22,20,"392,131","1,460",0.27,0.36
2025,Virginia,"Fredericksburg City, Virginia",Federal Government,26,"1,184","1,177","1,123","38,961,243","2,581",2.33,3.78
2025,Virginia,"Galax City, Virginia",Federal Government,5,44,42,40,"684,692","1,254",0.37,0.47
2025,Virginia,"Hampton City, Virginia",Federal Government,48,"7,375","7,366","7,355","200,763,591","2,097",7.57,9.51
2025,Virginia,"Harrisonburg City, Virginia",Federal Government,14,213,213,215,"4,425,570","1,593",0.35,0.43
2025,Virginia,"Hopewell City, Virginia",Federal Government,3,26,26,25,"527,166","1,580",0.18,0.17
2025,Virginia,"Lexington City, Virginia",Federal Government,7,55,48,50,"917,267","1,384",0.45,0.53
2025,Virginia,"Lynchburg City, Virginia",Federal Government,15,257,258,250,"5,585,016","1,685",0.27,0.29
2025,Virginia,"Manassas City, Virginia",Federal Government,22,991,962,911,"32,312,242","2,604",1.98,2.39
2025,Virginia,"Manassas Park City, Virginia",Federal Government,5,26,25,25,"1,057,692","3,212",0.35,0.68
