Year,State,County,Ownership,Establishment Count,January Employment,February Employment,March Employment,Total Quarterly Wages,Average Weekly Wage,Employment Location Quotient Relative to U.S.,Total Wage Location Quotient Relative to U.S.
2025,Tennessee,"Sumner County",Federal Government,15,488,483,480,"12,842,979","2,043",0.4,0.54
2025,Tennessee,"Tipton County",Federal Government,13,112,109,112,"1,915,529","1,327",0.49,0.51
2025,Tennessee,"Trousdale County",Federal Government,2,48,47,47,"1,230,190","1,999",1.14,1.65
2025,Tennessee,"Unicoi County",Federal Government,7,82,82,90,"1,974,977","1,794",0.97,1.03
2025,Tennessee,"Union County",Federal Government,3,22,23,23,"359,259","1,219",0.44,0.45
2025,Tennessee,"Van Buren County",Federal Government,1,12,12,12,"164,754","1,056",0.71,0.77
2025,Tennessee,"Warren County",Federal Government,10,99,100,98,"1,726,864","1,342",0.39,0.42
2025,Tennessee,"Washington County",Federal Government,24,"3,149","3,123","3,092","90,179,839","2,222",2.53,3.86
2025,Tennessee,"Wayne County",Federal Government,4,25,29,28,"474,435","1,335",0.36,0.4
2025,Tennessee,"Weakley County",Federal Government,14,128,127,128,"2,576,714","1,553",0.61,0.85
2025,Tennessee,"White County",Federal Government,7,63,63,60,"1,047,152","1,299",0.44,0.52
2025,Tennessee,"Williamson County",Federal Government,22,"1,083","1,085","1,100","23,435,076","1,655",0.38,0.25
2025,Tennessee,"Wilson County",Federal Government,17,244,245,248,"5,634,565","1,764",0.2,0.23
2025,Tennessee,"Unknown Or Undefined",Federal Government,81,"2,838","2,857","2,662","87,267,695","2,410",0.99,0.85
2025,Texas,"Anderson County",Federal Government,11,151,154,153,"3,106,479","1,565",0.39,0.39
2025,Texas,"Andrews County",Federal Government,2,17,16,15,"298,514","1,435",0.1,0.08
2025,Texas,"Angelina County",Federal Government,19,361,358,360,"7,662,320","1,639",0.52,0.66
2025,Texas,"Aransas County",Federal Government,3,37,39,39,"736,902","1,479",0.33,0.42
2025,Texas,"Archer County",Federal Government,8,21,22,19,"305,526","1,137",0.51,0.5
2025,Texas,"Armstrong County",Federal Government,1,4,3,3,"62,333","1,438",0.29,0.35
2025,Texas,"Atascosa County",Federal Government,10,56,56,54,"1,064,389","1,480",0.19,0.17
2025,Texas,"Austin County",Federal Government,13,72,67,72,"1,389,784","1,520",0.27,0.22
2025,Texas,"Bailey County",Federal Government,4,22,22,24,"297,995","1,011",0.54,0.4
2025,Texas,"Bandera County",Federal Government,6,17,17,16,"313,598","1,447",0.22,0.3
2025,Texas,"Bastrop County",Federal Government,13,325,332,332,"8,193,172","1,912",0.74,1.02
2025,Texas,"Baylor County",Federal Government,4,16,17,16,"324,857","1,530",0.54,0.64
2025,Texas,"Bee County",Federal Government,8,35,32,31,"574,938","1,354",0.19,0.23
2025,Texas,"Bell County",Federal Government,53,"9,969","9,942","9,977","226,256,034","1,747",3.97,4.17
2025,Texas,"Bexar County",Federal Government,184,"37,389","37,352","37,385","897,765,078","1,848",2.07,2.15
2025,Texas,"Blanco County",Federal Government,6,43,44,45,"738,382","1,291",0.57,0.43
2025,Texas,"Borden County",Federal Government,1,2,2,2,"14,654",564,0.29,0.09
2025,Texas,"Bosque County",Federal Government,10,63,63,65,"1,324,052","1,600",0.9,0.91
2025,Texas,"Bowie County",Federal Government,29,"2,782","2,792","2,791","57,210,553","1,578",3.42,3.99
2025,Texas,"Brazoria County",Federal Government,32,639,659,646,"12,938,236","1,536",0.27,0.23
2025,Texas,"Brazos County",Federal Government,24,734,723,737,"17,531,135","1,844",0.3,0.39
2025,Texas,"Brewster County",Federal Government,14,321,318,317,"8,584,652","2,072",3.55,5.64
2025,Texas,"Briscoe County",Federal Government,3,11,10,14,"165,320","1,090",2.09,1.51
2025,Texas,"Brooks County",Federal Government,4,434,439,438,"14,745,703","2,596",10.82,18.18
2025,Texas,"Brown County",Federal Government,14,115,117,116,"2,246,165","1,489",0.38,0.45
2025,Texas,"Burleson County",Federal Government,9,52,48,49,"941,457","1,458",0.5,0.51
2025,Texas,"Burnet County",Federal Government,9,69,71,74,"1,367,140","1,474",0.22,0.22
2025,Texas,"Caldwell County",Federal Government,9,68,67,66,"1,177,426","1,352",0.31,0.31
2025,Texas,"Calhoun County",Federal Government,7,39,39,37,"607,176","1,218",0.14,0.08
2025,Texas,"Callahan County",Federal Government,5,45,43,43,"850,082","1,498",0.76,0.96
2025,Texas,"Cameron County",Federal Government,50,"2,711","2,712","2,717","82,810,973","2,348",0.91,1.82
2025,Texas,"Camp County",Federal Government,3,22,22,22,"460,886","1,611",0.29,0.39
2025,Texas,"Carson County",Federal Government,6,17,17,17,"254,032","1,149",0.13,0.06
2025,Texas,"Cass County",Federal Government,11,58,59,58,"1,004,721","1,325",0.37,0.42
2025,Texas,"Castro County",Federal Government,5,13,16,20,"272,493","1,283",0.36,0.32
2025,Texas,"Chambers County",Federal Government,9,55,52,52,"1,293,046","1,877",0.12,0.11
2025,Texas,"Cherokee County",Federal Government,9,79,74,74,"1,329,968","1,352",0.25,0.27
2025,Texas,"Childress County",Federal Government,4,21,19,16,"299,517","1,234",0.28,0.31
2025,Texas,"Clay County",Federal Government,7,20,25,22,"382,035","1,316",0.68,0.76
2025,Texas,"Cochran County",Federal Government,4,14,11,11,"146,555",939,0.9,0.58
2025,Texas,"Coke County",Federal Government,5,15,14,12,"162,593",915,0.72,0.44
2025,Texas,"Coleman County",Federal Government,12,35,35,38,"530,000","1,132",0.91,0.84
2025,Texas,"Collin County",Federal Government,58,"2,705","2,646","2,639","73,164,337","2,113",0.25,0.21
2025,Texas,"Collingsworth County",Federal Government,3,15,12,12,"191,739","1,135",0.82,0.82
2025,Texas,"Colorado County",Federal Government,10,52,51,52,"882,076","1,313",0.37,0.35
2025,Texas,"Comal County",Federal Government,15,288,290,290,"6,113,537","1,625",0.2,0.21
2025,Texas,"Comanche County",Federal Government,9,47,45,50,"812,981","1,321",0.58,0.6
2025,Texas,"Concho County",Federal Government,6,14,12,12,"186,188","1,131",0.63,0.37
2025,Texas,"Cooke County",Federal Government,7,75,76,74,"1,297,721","1,331",0.23,0.18
2025,Texas,"Coryell County",Federal Government,11,158,163,162,"2,708,100","1,294",0.56,0.51
2025,Texas,"Cottle County",Federal Government,3,11,13,9,"141,690",991,0.62,0.37
2025,Texas,"Crane County",Federal Government,1,7,7,7,"97,210","1,068",0.26,0.15
2025,Texas,"Crockett County",Federal Government,1,3,3,3,"62,582","1,605",0.12,0.13
2025,Texas,"Crosby County",Federal Government,5,14,16,15,"267,732","1,373",0.75,0.91
2025,Texas,"Culberson County",Federal Government,4,80,81,81,"2,539,574","2,422",2.68,2.44
2025,Texas,"Dallam County",Federal Government,3,15,19,19,"213,440",929,0.2,0.13
2025,Texas,"Dallas County",Federal Government,162,"25,028","25,313","25,205","722,645,732","2,207",0.72,0.62
2025,Texas,"Dawson County",Federal Government,7,75,41,42,"761,443","1,112",0.53,0.51
2025,Texas,"Deaf Smith County",Federal Government,4,54,52,56,"969,507","1,381",0.35,0.34
2025,Texas,"Delta County",Federal Government,6,18,17,18,"265,925","1,158",0.95,1
2025,Texas,"Denton County",Federal Government,41,"3,260","3,149","3,203","86,625,738","2,080",0.52,0.61
2025,Texas,"DeWitt County",Federal Government,7,30,30,30,"468,278","1,201",0.23,0.19
2025,Texas,"Dickens County",Federal Government,4,17,13,13,"206,589","1,109",1.46,1.39
2025,Texas,"Dimmit County",Federal Government,6,312,311,314,"10,467,465","2,578",2.85,3.85
2025,Texas,"Donley County",Federal Government,3,12,14,10,"152,892",980,0.58,0.61
2025,Texas,"Duval County",Federal Government,7,14,16,14,"250,704","1,315",0.2,0.26
2025,Texas,"Eastland County",Federal Government,10,56,58,58,"849,774","1,140",0.53,0.46
2025,Texas,"Ector County",Federal Government,10,193,190,195,"3,748,600","1,497",0.13,0.1
2025,Texas,"Edwards County",Federal Government,4,18,17,16,"552,040","2,498",1.69,4.16
2025,Texas,"Ellis County",Federal Government,22,410,378,360,"7,100,474","1,427",0.29,0.29
2025,Texas,"El Paso County",Federal Government,89,"13,138","13,154","13,119","327,416,971","1,917",2.02,2.96
2025,Texas,"Erath County",Federal Government,9,93,87,93,"1,588,226","1,343",0.25,0.27
2025,Texas,"Falls County",Federal Government,8,34,29,30,"517,895","1,285",0.51,0.5
2025,Texas,"Fannin County",Federal Government,19,688,693,687,"17,726,368","1,978",3.97,5.73
2025,Texas,"Fayette County",Federal Government,13,66,68,62,"1,145,005","1,348",0.34,0.36
2025,Texas,"Fisher County",Federal Government,3,18,17,17,"212,364",942,1.09,0.71
2025,Texas,"Floyd County",Federal Government,7,28,30,28,"342,894",920,1.01,0.8
2025,Texas,"Foard County",Federal Government,2,5,6,8,"84,291","1,024",1.03,0.74
2025,Texas,"Fort Bend County",Federal Government,38,"1,966","2,080","2,086","48,924,095","1,841",0.42,0.46
2025,Texas,"Franklin County",Federal Government,3,14,13,14,"267,243","1,504",0.19,0.21
2025,Texas,"Freestone County",Federal Government,5,41,40,40,"552,237","1,053",0.41,0.3
2025,Texas,"Frio County",Federal Government,8,128,131,131,"4,042,124","2,392",1.09,1.61
2025,Texas,"Gaines County",Federal Government,5,32,33,28,"480,509","1,192",0.2,0.17
2025,Texas,"Galveston County",Federal Government,33,"1,246","1,248","1,236","34,326,545","2,124",0.51,0.67
2025,Texas,"Garza County",Federal Government,3,9,9,9,"167,724","1,434",0.34,0.4
2025,Texas,"Gillespie County",Federal Government,7,55,56,55,"966,032","1,343",0.23,0.24
2025,Texas,"Glasscock County",Federal Government,2,7,7,4,"87,703","1,124",0.23,0.16
2025,Texas,"Goliad County",Federal Government,4,13,12,12,"196,710","1,227",0.43,0.36
2025,Texas,"Gonzales County",Federal Government,11,55,56,53,"1,074,448","1,512",0.38,0.41
2025,Texas,"Gray County",Federal Government,5,44,46,41,"717,843","1,265",0.28,0.24
2025,Texas,"Grayson County",Federal Government,25,363,365,362,"8,501,520","1,800",0.36,0.42
2025,Texas,"Gregg County",Federal Government,17,373,380,381,"8,917,591","1,815",0.26,0.31
2025,Texas,"Grimes County",Federal Government,7,56,54,57,"1,071,327","1,480",0.35,0.33
2025,Texas,"Guadalupe County",Federal Government,18,308,306,301,"6,252,403","1,577",0.31,0.33
2025,Texas,"Hale County",Federal Government,9,71,67,68,"1,131,338","1,267",0.33,0.32
2025,Texas,"Hall County",Federal Government,6,16,17,17,"247,544","1,143",1.23,1.46
2025,Texas,"Hamilton County",Federal Government,5,35,36,39,"512,467","1,075",0.71,0.62
2025,Texas,"Hansford County",Federal Government,5,22,18,18,"312,838","1,245",0.44,0.42
2025,Texas,"Hardeman County",Federal Government,4,21,22,19,"297,082","1,106",0.73,0.8
2025,Texas,"Hardin County",Federal Government,9,64,70,66,"1,363,363","1,573",0.28,0.32
2025,Texas,"Harris County",Federal Government,181,"28,371","28,215","28,230","841,812,825","2,290",0.6,0.53
2025,Texas,"Harrison County",Federal Government,14,113,114,118,"2,268,946","1,518",0.29,0.24
2025,Texas,"Hartley County",Federal Government,4,4,8,8,"68,074",785,0.16,0.08
2025,Texas,"Haskell County",Federal Government,8,28,24,24,"355,291","1,079",0.87,0.79
2025,Texas,"Hays County",Federal Government,14,392,386,315,"6,354,666","1,342",0.17,0.19
2025,Texas,"Hemphill County",Federal Government,4,13,8,12,"122,715",858,0.47,0.22
2025,Texas,"Henderson County",Federal Government,13,103,107,109,"1,864,070","1,348",0.28,0.28
2025,Texas,"Hidalgo County",Federal Government,58,"4,916","4,908","4,897","146,940,383","2,303",0.86,1.83
2025,Texas,"Hill County",Federal Government,17,91,88,91,"1,690,154","1,445",0.4,0.41
2025,Texas,"Hockley County",Federal Government,9,39,44,44,"619,048","1,125",0.25,0.14
2025,Texas,"Hood County",Federal Government,7,117,115,112,"2,169,880","1,456",0.31,0.36
2025,Texas,"Hopkins County",Federal Government,12,84,81,82,"1,404,477","1,312",0.29,0.28
2025,Texas,"Houston County",Federal Government,9,83,78,83,"1,332,534","1,260",0.57,0.41
2025,Texas,"Howard County",Federal Government,11,862,845,876,"22,546,961","2,014",3.55,4.08
2025,Texas,"Hudspeth County",Federal Government,6,326,325,325,"11,542,058","2,729",14.84,20.2
2025,Texas,"Hunt County",Federal Government,17,265,266,260,"5,610,846","1,637",0.4,0.41
2025,Texas,"Hutchinson County",Federal Government,5,67,66,68,"1,184,392","1,360",0.47,0.29
2025,Texas,"Irion County",Federal Government,2,3,3,3,"39,946","1,024",0.19,0.07
2025,Texas,"Jack County",Federal Government,5,15,14,14,"184,425",990,0.32,0.22
2025,Texas,"Jackson County",Federal Government,8,32,32,31,"501,691","1,219",0.3,0.25
2025,Texas,"Jasper County",Federal Government,6,83,84,89,"1,662,966","1,499",0.51,0.53
2025,Texas,"Jeff Davis County",Federal Government,3,12,13,13,"198,211","1,204",0.81,0.88
2025,Texas,"Jefferson County",Federal Government,38,"1,636","1,630","1,632","45,100,083","2,125",0.67,0.73
2025,Texas,"Jim Hogg County",Federal Government,4,243,247,244,"9,268,627","2,914",7.69,14.49
2025,Texas,"Jim Wells County",Federal Government,10,83,80,83,"1,498,324","1,406",0.29,0.33
2025,Texas,"Johnson County",Federal Government,18,375,374,371,"8,355,758","1,722",0.32,0.38
2025,Texas,"Jones County",Federal Government,12,57,58,63,"1,244,523","1,613",1,1.17
2025,Texas,"Karnes County",Federal Government,9,79,77,78,"2,061,689","2,033",0.66,0.63
2025,Texas,"Kaufman County",Federal Government,14,296,281,293,"6,003,897","1,593",0.34,0.38
2025,Texas,"Kendall County",Federal Government,9,193,192,192,"3,829,402","1,532",0.49,0.47
2025,Texas,"Kenedy County",Federal Government,1,0,0,0,0,0,0,0
2025,Texas,"Kent County",Federal Government,4,6,4,4,"90,827","1,497",0.58,0.9
2025,Texas,"Kerr County",Federal Government,9,499,499,499,"12,608,368","1,944",1.32,1.82
2025,Texas,"Kimble County",Federal Government,5,16,13,17,"186,403",935,0.74,0.58
2025,Texas,"King County",Federal Government,2,2,2,2,"36,020","1,385",0.37,0.39
2025,Texas,"Kinney County",Federal Government,2,162,165,165,"5,693,660","2,671",9.44,16.69
2025,Texas,"Kleberg County",Federal Government,17,775,768,768,"20,373,540","2,034",3.2,4.75
2025,Texas,"Knox County",Federal Government,7,25,25,23,"399,329","1,262",1.07,1.18
2025,Texas,"Lamar County",Federal Government,16,117,127,128,"2,185,805","1,356",0.29,0.28
2025,Texas,"Lamb County",Federal Government,10,44,40,41,"634,514","1,171",0.53,0.44
2025,Texas,"Lampasas County",Federal Government,6,49,48,45,"779,017","1,266",0.41,0.44
2025,Texas,"La Salle County",Federal Government,4,121,122,122,"4,459,137","2,819",1.96,2.58
2025,Texas,"Lavaca County",Federal Government,7,62,63,63,"1,040,493","1,277",0.54,0.54
2025,Texas,"Lee County",Federal Government,4,31,30,30,"467,441","1,185",0.21,0.17
2025,Texas,"Leon County",Federal Government,9,46,49,49,"794,564","1,273",0.41,0.31
2025,Texas,"Liberty County",Federal Government,14,141,134,145,"2,425,861","1,333",0.37,0.33
2025,Texas,"Limestone County",Federal Government,9,52,52,51,"753,668","1,122",0.31,0.21
2025,Texas,"Lipscomb County",Federal Government,9,28,34,34,"499,902","1,202",1.46,1.25
2025,Texas,"Live Oak County",Federal Government,5,287,280,273,"7,861,147","2,160",3.92,4.55
2025,Texas,"Llano County",Federal Government,7,31,32,31,"488,720","1,200",0.28,0.26
2025,Texas,"Lubbock County",Federal Government,45,"1,525","1,466","1,452","34,057,808","1,769",0.49,0.63
2025,Texas,"Lynn County",Federal Government,5,24,19,23,"315,028","1,101",0.77,0.48
2025,Texas,"McCulloch County",Federal Government,8,30,28,30,"417,582","1,095",0.69,0.6
2025,Texas,"McLennan County",Federal Government,43,"3,110","3,116","3,188","67,351,828","1,651",1.35,1.39
2025,Texas,"McMullen County",Federal Government,2,3,3,3,"45,371","1,163",0.31,0.2
2025,Texas,"Madison County",Federal Government,3,20,19,20,"302,644","1,184",0.24,0.21
2025,Texas,"Marion County",Federal Government,3,30,30,29,"598,777","1,553",0.67,0.93
2025,Texas,"Martin County",Federal Government,5,16,14,13,"195,510","1,049",0.26,0.16
2025,Texas,"Mason County",Federal Government,5,14,15,15,"249,386","1,308",0.69,0.72
2025,Texas,"Matagorda County",Federal Government,15,78,79,79,"1,622,730","1,587",0.36,0.34
2025,Texas,"Maverick County",Federal Government,9,"1,090","1,090","1,094","34,651,174","2,442",3,6.56
2025,Texas,"Medina County",Federal Government,11,65,62,65,"1,100,020","1,322",0.3,0.31
2025,Texas,"Menard County",Federal Government,4,7,7,7,"85,628",941,0.85,0.9
2025,Texas,"Midland County",Federal Government,18,590,593,594,"15,334,042","1,991",0.26,0.19
2025,Texas,"Milam County",Federal Government,9,57,59,53,"917,025","1,252",0.44,0.42
2025,Texas,"Mills County",Federal Government,5,16,17,17,"192,837",890,0.64,0.53
2025,Texas,"Mitchell County",Federal Government,5,18,18,21,"270,336","1,094",0.52,0.27
2025,Texas,"Montague County",Federal Government,8,57,59,59,"913,656","1,205",0.63,0.62
2025,Texas,"Montgomery County",Federal Government,31,"1,574","1,551","1,538","39,733,674","1,966",0.34,0.35
2025,Texas,"Moore County",Federal Government,6,65,63,61,"1,195,553","1,460",0.25,0.25
2025,Texas,"Morris County",Federal Government,5,30,28,29,"476,013","1,263",0.46,0.41
2025,Texas,"Motley County",Federal Government,4,10,11,7,"127,355","1,050",1.18,1.69
2025,Texas,"Nacogdoches County",Federal Government,15,144,139,141,"2,711,440","1,476",0.33,0.38
2025,Texas,"Navarro County",Federal Government,14,100,95,100,"1,861,626","1,456",0.31,0.35
2025,Texas,"Newton County",Federal Government,6,20,20,19,"292,825","1,145",0.78,0.76
2025,Texas,"Nolan County",Federal Government,8,41,40,40,"599,292","1,143",0.34,0.25
2025,Texas,"Nueces County",Federal Government,55,"4,873","4,878","4,884","108,668,112","1,714",1.53,1.68
2025,Texas,"Ochiltree County",Federal Government,4,17,16,16,"251,040","1,182",0.2,0.17
2025,Texas,"Oldham County",Federal Government,4,9,9,9,"84,737",724,0.52,0.29
2025,Texas,"Orange County",Federal Government,5,121,125,127,"2,269,051","1,404",0.26,0.21
2025,Texas,"Palo Pinto County",Federal Government,9,48,46,48,"777,679","1,264",0.29,0.3
2025,Texas,"Panola County",Federal Government,8,62,55,57,"1,053,092","1,397",0.39,0.35
2025,Texas,"Parker County",Federal Government,17,284,282,285,"6,091,620","1,652",0.35,0.39
2025,Texas,"Parmer County",Federal Government,8,67,63,66,"1,232,439","1,451",0.53,0.54
2025,Texas,"Pecos County",Federal Government,10,40,45,44,"1,008,084","1,803",0.42,0.43
2025,Texas,"Polk County",Federal Government,11,86,82,89,"1,605,036","1,441",0.35,0.39
2025,Texas,"Potter County",Federal Government,34,"2,273","2,274","2,280","59,878,246","2,024",1.51,2
2025,Texas,"Presidio County",Federal Government,9,384,376,385,"12,336,007","2,486",9.7,16.51
2025,Texas,"Rains County",Federal Government,2,19,19,19,"393,000","1,591",0.43,0.66
2025,Texas,"Randall County",Federal Government,10,211,206,203,"3,688,925","1,373",0.29,0.28
2025,Texas,"Reagan County",Federal Government,3,15,12,12,"200,293","1,185",0.4,0.27
2025,Texas,"Real County",Federal Government,3,6,6,6,"117,803","1,510",0.38,0.59
2025,Texas,"Red River County",Federal Government,8,40,39,36,"579,848","1,164",0.68,0.76
2025,Texas,"Reeves County",Federal Government,9,73,68,65,"1,653,516","1,852",0.43,0.38
2025,Texas,"Refugio County",Federal Government,7,25,19,26,"362,030","1,194",0.63,0.52
2025,Texas,"Roberts County",Federal Government,1,4,4,3,"63,370","1,329",0.95,1.46
2025,Texas,"Robertson County",Federal Government,8,43,39,38,"941,820","1,811",0.35,0.41
2025,Texas,"Rockwall County",Federal Government,6,160,162,157,"3,425,136","1,650",0.19,0.22
2025,Texas,"Runnels County",Federal Government,7,41,40,43,"609,868","1,135",0.73,0.55
2025,Texas,"Rusk County",Federal Government,15,77,77,78,"1,449,064","1,441",0.3,0.29
2025,Texas,"Sabine County",Federal Government,7,39,40,41,"792,768","1,525",0.87,1.14
2025,Texas,"San Augustine County",Federal Government,2,23,22,22,"284,374",979,0.6,0.46
2025,Texas,"San Jacinto County",Federal Government,4,24,22,23,"409,431","1,369",0.48,0.57
2025,Texas,"San Patricio County",Federal Government,13,94,89,89,"1,667,724","1,415",0.21,0.18
2025,Texas,"San Saba County",Federal Government,6,23,23,24,"300,481",991,0.81,0.65
2025,Texas,"Schleicher County",Federal Government,3,17,13,18,"217,482","1,046",1.35,0.95
2025,Texas,"Scurry County",Federal Government,6,39,40,38,"629,747","1,242",0.3,0.19
2025,Texas,"Shackelford County",Federal Government,4,15,14,15,"181,642",953,0.62,0.31
2025,Texas,"Shelby County",Federal Government,7,63,61,62,"1,101,746","1,367",0.37,0.39
2025,Texas,"Sherman County",Federal Government,3,10,7,7,"120,296","1,157",0.33,0.32
2025,Texas,"Smith County",Federal Government,29,806,808,792,"18,998,371","1,822",0.36,0.44
2025,Texas,"Somervell County",Federal Government,2,15,14,15,"357,763","1,876",0.2,0.15
2025,Texas,"Starr County",Federal Government,19,819,826,822,"28,303,501","2,648",2.81,7.38
2025,Texas,"Stephens County",Federal Government,3,15,14,14,"252,878","1,357",0.22,0.26
2025,Texas,"Sterling County",Federal Government,2,4,4,4,"63,667","1,224",0.39,0.32
2025,Texas,"Stonewall County",Federal Government,4,13,9,10,"132,688",957,0.72,0.54
2025,Texas,"Sutton County",Federal Government,1,6,6,6,"99,682","1,278",0.27,0.18
2025,Texas,"Swisher County",Federal Government,6,26,26,26,"393,961","1,166",0.75,0.76
2025,Texas,"Tarrant County",Federal Government,128,"16,106","15,962","15,927","439,027,984","2,111",0.82,0.88
2025,Texas,"Taylor County",Federal Government,38,"1,087","1,071","1,062","18,223,022","1,306",0.8,0.72
2025,Texas,"Terrell County",Federal Government,2,65,65,65,"2,248,651","2,661",12.36,20.79
2025,Texas,"Terry County",Federal Government,5,25,26,26,"433,538","1,299",0.44,0.46
2025,Texas,"Throckmorton County",Federal Government,3,8,7,9,"84,821",816,1.16,0.78
2025,Texas,"Titus County",Federal Government,9,96,94,93,"1,924,470","1,569",0.27,0.32
2025,Texas,"Tom Green County",Federal Government,45,"1,223","1,218","1,222","22,737,004","1,432",1.27,1.26
2025,Texas,"Travis County",Federal Government,72,"12,531","12,676","12,807","281,935,907","1,712",0.72,0.47
2025,Texas,"Trinity County",Federal Government,6,23,23,24,"391,710","1,291",0.5,0.63
2025,Texas,"Tyler County",Federal Government,11,43,43,42,"795,895","1,435",0.53,0.62
2025,Texas,"Upshur County",Federal Government,4,66,67,66,"1,165,475","1,352",0.44,0.48
2025,Texas,"Upton County",Federal Government,3,7,7,6,"115,139","1,329",0.1,0.05
2025,Texas,"Uvalde County",Federal Government,12,263,261,261,"8,164,930","2,400",1.38,2.77
2025,Texas,"Val Verde County",Federal Government,40,"2,413","2,436","2,434","60,278,354","1,910",6.9,10.36
2025,Texas,"Van Zandt County",Federal Government,7,88,85,87,"1,423,489","1,263",0.35,0.39
2025,Texas,"Victoria County",Federal Government,17,227,219,212,"4,648,479","1,630",0.3,0.36
2025,Texas,"Walker County",Federal Government,10,148,145,142,"3,406,900","1,807",0.28,0.38
2025,Texas,"Waller County",Federal Government,7,233,237,236,"4,149,051","1,356",0.44,0.38
2025,Texas,"Ward County",Federal Government,4,14,15,15,"227,188","1,192",0.12,0.06
2025,Texas,"Washington County",Federal Government,7,82,81,83,"1,777,781","1,668",0.26,0.32
2025,Texas,"Webb County",Federal Government,30,"4,027","4,018","4,019","133,250,468","2,549",1.92,4.11
2025,Texas,"Wharton County",Federal Government,12,95,90,90,"1,740,967","1,461",0.28,0.31
2025,Texas,"Wheeler County",Federal Government,6,23,25,25,"319,840","1,011",0.77,0.64
2025,Texas,"Wichita County",Federal Government,44,"1,716","1,718","1,711","27,870,521","1,250",1.68,1.58
2025,Texas,"Wilbarger County",Federal Government,5,39,35,34,"647,613","1,384",0.3,0.36
2025,Texas,"Willacy County",Federal Government,7,36,35,35,"607,230","1,322",0.42,0.49
2025,Texas,"Williamson County",Federal Government,37,"1,118","1,098","1,084","24,284,559","1,698",0.24,0.18
2025,Texas,"Wilson County",Federal Government,10,78,76,80,"1,328,530","1,310",0.43,0.4
2025,Texas,"Winkler County",Federal Government,2,12,11,11,"175,097","1,188",0.13,0.07
2025,Texas,"Wise County",Federal Government,15,139,143,143,"2,781,901","1,511",0.34,0.35
2025,Texas,"Wood County",Federal Government,11,108,107,106,"1,870,581","1,345",0.52,0.57
2025,Texas,"Yoakum County",Federal Government,4,15,13,14,"217,235","1,194",0.22,0.11
2025,Texas,"Young County",Federal Government,7,45,44,42,"721,739","1,271",0.32,0.29
2025,Texas,"Zapata County",Federal Government,5,162,161,161,"5,595,776","2,668",2.81,7.57
2025,Texas,"Zavala County",Federal Government,3,11,11,12,"194,379","1,319",0.27,0.27
2025,Texas,"Unknown Or Undefined",Federal Government,160,"13,571","14,025","13,926","383,522,813","2,132",1.16,0.82
2025,Utah,"Beaver County",Federal Government,9,35,42,45,"830,858","1,572",0.78,0.84
2025,Utah,"Box Elder County",Federal Government,22,236,231,217,"5,073,312","1,712",0.46,0.53
2025,Utah,"Cache County",Federal Government,28,358,348,352,"7,213,277","1,573",0.29,0.34
2025,Utah,"Carbon County",Federal Government,9,143,144,156,"3,084,352","1,607",0.92,1.07
2025,Utah,"Daggett County",Federal Government,6,50,49,48,"938,874","1,474",7.46,10.56
2025,Utah,"Davis County",Federal Government,44,"14,930","15,129","15,182","432,017,501","2,204",5.48,7.69
2025,Utah,"Duchesne County",Federal Government,12,52,55,70,"1,127,210","1,470",0.4,0.31
2025,Utah,"Emery County",Federal Government,13,43,43,43,"838,692","1,500",0.64,0.67
2025,Utah,"Garfield County",Federal Government,12,122,128,134,"2,263,896","1,361",3.05,2.04
2025,Utah,"Grand County",Federal Government,8,205,214,227,"3,836,515","1,371",1.72,2.06
2025,Utah,"Iron County",Federal Government,16,315,316,337,"6,862,390","1,636",0.68,0.88
2025,Utah,"Juab County",Federal Government,8,26,27,30,"540,195","1,502",0.35,0.4
2025,Utah,"Kane County",Federal Government,6,86,83,82,"1,467,391","1,349",1.06,1.36
2025,Utah,"Millard County",Federal Government,13,95,94,101,"1,771,540","1,410",0.97,0.92
2025,Utah,"Morgan County",Federal Government,3,19,19,21,"344,620","1,348",0.32,0.26
2025,Utah,"Piute County",Federal Government,3,2,2,2,"24,266",933,0.36,0.35
2025,Utah,"Rich County",Federal Government,6,10,10,11,"104,535",778,0.69,0.39
2025,Utah,"Salt Lake County",Federal Government,150,"11,813","11,778","11,767","315,436,631","2,059",0.76,0.75
2025,Utah,"San Juan County",Federal Government,14,125,127,141,"2,252,537","1,323",1.56,1.54
2025,Utah,"Sanpete County",Federal Government,16,83,81,89,"1,519,827","1,386",0.49,0.58
2025,Utah,"Sevier County",Federal Government,14,183,180,198,"3,894,151","1,602",1.04,1.3
2025,Utah,"Summit County",Federal Government,13,57,63,63,"1,308,978","1,651",0.09,0.08
2025,Utah,"Tooele County",Federal Government,37,"1,274","1,281","1,282","32,493,551","1,954",3.29,4.75
2025,Utah,"Uintah County",Federal Government,22,368,368,377,"8,086,585","1,677",1.25,1.4
2025,Utah,"Utah County",Federal Government,37,"1,113","1,111","1,108","21,734,018","1,505",0.19,0.18
2025,Utah,"Wasatch County",Federal Government,5,52,54,53,"1,053,221","1,529",0.23,0.22
2025,Utah,"Washington County",Federal Government,27,661,676,706,"14,401,563","1,627",0.41,0.51
2025,Utah,"Wayne County",Federal Government,11,76,76,84,"1,405,918","1,375",3.5,4.45
2025,Utah,"Weber County",Federal Government,30,"8,908","9,012","9,067","160,854,776","1,375",3.83,3.38
2025,Vermont,"Addison County",Federal Government,22,107,104,105,"1,857,392","1,356",0.35,0.32
